exp_name,mode,ring_type,fold,task,input_type,dataset_task,method_name,epochs,lr,criterion,batch_size,sample_len,mae_with_std,rmse_with_std,mape_with_std,pearson_with_std
transformer-ring2-hr-motion-ir,test,ring2,Fold-2,hr,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,10,24.54±5.99,30.42±16.67,22.96±5.01,0.29±0.34
transformer-ring2-hr-motion-ir,test,ring2,Fold-3,hr,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,10,19.89±3.70,22.78±11.97,38.92±9.22,0.79±0.22
transformer-ring2-hr-motion-ir,test,ring2,Fold-4,hr,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,6,41.99±4.60,43.23±19.65,36.60±2.58,0.00±0.50
transformer-ring2-hr-motion-ir,test,ring2,Fold-5,hr,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,8,4.61±1.06,5.39±3.09,5.30±1.15,-0.26±0.39
transformer-ring2-hr-motion-ir,test,ring2,all-folds,hr,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,42,18.67±2.60,25.02±11.40,22.41±3.26,-0.38±0.15
resnet-ring2-samsung_hr-stationary-ir,test,ring2,Fold-1,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,7,26.70±2.48,27.38±11.01,31.07±3.18,0.86±0.23
resnet-ring2-samsung_hr-stationary-ir,test,ring2,Fold-2,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,9,12.39±4.11,16.98±12.51,13.80±3.91,-0.64±0.29
resnet-ring2-samsung_hr-stationary-ir,test,ring2,Fold-1,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,7,2.26±0.62,2.73±2.04,2.68±0.79,0.83±0.25
resnet-ring2-samsung_hr-stationary-ir,test,ring2,Fold-2,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,9,4.11±1.17,5.28±3.47,5.63±1.78,0.96±0.11
transformer-ring2-oura_hr-all-ir,test,ring2,Fold-1,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,15,9.18±1.26,10.31±4.83,10.42±1.32,-0.18±0.27
transformer-ring2-oura_hr-all-ir,test,ring2,Fold-2,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,22,10.16±1.81,13.13±8.25,11.42±1.65,-0.12±0.22
transformer-ring2-oura_hr-all-ir,test,ring2,Fold-1,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,15,12.30±4.07,19.57±14.44,14.62±4.84,0.21±0.27
transformer-ring2-oura_hr-all-ir,test,ring2,Fold-2,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,22,7.13±2.95,15.28±12.68,8.47±3.59,0.65±0.17
inception-time-ring1-oura_hr-stationary-ir,test,ring1,Fold-1,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,17,6.28±1.31,8.18±5.20,7.82±1.81,0.07±0.26
inception-time-ring1-oura_hr-stationary-ir,test,ring1,Fold-2,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,20,4.65±0.78,5.77±3.31,5.61±0.87,0.79±0.14
inception-time-ring1-oura_hr-stationary-ir,test,ring1,Fold-1,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,17,6.08±1.35,8.13±4.71,7.27±1.61,0.71±0.18
inception-time-ring1-oura_hr-stationary-ir,test,ring1,Fold-2,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,20,2.96±0.44,3.52±1.89,3.69±0.58,0.92±0.09
inception-time-ring1-hr-all-ir,5fold,ring1,Fold-1,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,190,7.48±0.46,9.80±3.52,9.08±0.56,-0.16±0.07
inception-time-ring1-hr-all-ir,5fold,ring1,Fold-2,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,82,7.08±1.04,11.76±6.66,7.90±0.96,0.35±0.10
inception-time-ring1-hr-all-ir,5fold,ring1,Fold-3,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,104,7.52±0.69,10.30±4.68,10.78±1.37,0.24±0.10
inception-time-ring1-hr-all-ir,5fold,ring1,Fold-4,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,61,21.95±0.83,22.87±7.01,20.84±0.58,0.17±0.13
inception-time-ring1-hr-all-ir,5fold,ring1,Fold-5,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,95,12.22±0.63,13.65±4.45,16.63±0.64,0.75±0.07
inception-time-ring1-hr-all-ir,5fold,ring1,all-folds,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,532,9.93±0.37,13.02±3.56,11.93±0.43,0.45±0.04
inception-time-ring1-hr-all-ir,5fold,ring1,Fold-1,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,190,7.48±0.46,9.80±3.52,9.08±0.56,-0.16±0.07
inception-time-ring1-hr-all-ir,5fold,ring1,Fold-2,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,82,7.08±1.04,11.76±6.66,7.90±0.96,0.35±0.10
inception-time-ring1-hr-all-ir,5fold,ring1,Fold-3,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,104,7.52±0.69,10.30±4.68,10.78±1.37,0.24±0.10
inception-time-ring1-hr-all-ir,5fold,ring1,Fold-4,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,61,21.95±0.83,22.87±7.01,20.84±0.58,0.17±0.13
inception-time-ring1-hr-all-ir,5fold,ring1,Fold-5,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,95,12.22±0.63,13.65±4.45,16.63±0.64,0.75±0.07
inception-time-ring1-hr-all-ir,5fold,ring1,all-folds,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,532,9.93±0.37,13.02±3.56,11.93±0.43,0.45±0.04
inception-time-ring1-hr-all-ir,test,ring1,Fold-1,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,190,7.48±0.46,9.80±3.52,9.08±0.56,-0.16±0.07
inception-time-ring1-hr-all-ir,test,ring1,Fold-2,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,82,7.08±1.04,11.76±6.66,7.90±0.96,0.35±0.10
inception-time-ring1-hr-all-ir,test,ring1,Fold-3,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,104,7.52±0.69,10.30±4.68,10.78±1.37,0.24±0.10
inception-time-ring1-hr-all-ir,test,ring1,Fold-4,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,61,21.95±0.83,22.87±7.01,20.84±0.58,0.17±0.13
inception-time-ring1-hr-all-ir,test,ring1,Fold-5,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,95,12.22±0.63,13.65±4.45,16.63±0.64,0.75±0.07
inception-time-ring1-hr-all-ir,test,ring1,all-folds,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,532,9.93±0.37,13.02±3.56,11.93±0.43,0.45±0.04
resnet-ring2-spo2-spo2-irred,5fold,ring2,Fold-1,spo2,"['ir-filtered', 'red-filtered']",['spo2'],resnet,200,0.001,mse,128,22,3.53±0.51,4.23±1.98,3.91±0.58,-0.20±0.22
resnet-ring2-spo2-spo2-irred,5fold,ring2,Fold-2,spo2,"['ir-filtered', 'red-filtered']",['spo2'],resnet,200,0.001,mse,128,33,3.94±0.71,5.64±3.20,4.50±0.88,-0.03±0.18
resnet-ring2-spo2-spo2-irred,5fold,ring2,Fold-1,spo2,"['ir-filtered', 'red-filtered']",['spo2'],resnet,200,0.001,mse,128,22,3.53±0.51,4.23±1.98,3.91±0.58,-0.20±0.22
resnet-ring2-spo2-spo2-irred,5fold,ring2,Fold-2,spo2,"['ir-filtered', 'red-filtered']",['spo2'],resnet,200,0.001,mse,128,33,3.94±0.71,5.64±3.20,4.50±0.88,-0.03±0.18
transformer-ring2-bp-all-irred,5fold,ring2,Fold-1,BP_sys,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,16,4,59.28±9.68,61.60±33.87,51.50±4.17,0.53±0.60
transformer-ring2-bp-all-irred,5fold,ring2,Fold-1,BP_sys,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,16,4,59.28±9.68,61.60±33.87,51.50±4.17,0.53±0.60
transformer-ring2-samsung_hr-motion-ir,test,ring2,Fold-1,samsung_hr,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,2,7.30±3.26,7.99±6.90,8.56±3.58,-1.00±inf
transformer-ring2-samsung_hr-motion-ir,test,ring2,Fold-2,samsung_hr,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,2,19.57±18.65,27.03±27.01,17.53±16.29,-1.00±inf
transformer-ring2-samsung_hr-motion-ir,test,ring2,Fold-1,samsung_hr_com,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,2,14.00±11.00,17.80±17.55,16.22±12.52,-1.00±inf
transformer-ring2-samsung_hr-motion-ir,test,ring2,Fold-2,samsung_hr_com,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,2,55.33±15.33,57.42±41.19,65.23±29.83,1.00±inf
inception-time-ring1-samsung_hr-all-ir,test,ring1,Fold-1,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,13,5.84±1.46,7.73±4.93,7.24±1.96,0.22±0.29
inception-time-ring1-samsung_hr-all-ir,test,ring1,Fold-2,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,11,8.84±3.30,13.67±11.74,9.62±2.88,0.39±0.31
inception-time-ring1-samsung_hr-all-ir,test,ring1,Fold-1,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,13,8.89±5.15,19.94±18.51,11.93±7.47,-0.63±0.23
inception-time-ring1-samsung_hr-all-ir,test,ring1,Fold-2,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,11,13.43±6.65,24.94±21.44,16.47±8.43,0.57±0.27
transformer-ring1-oura_hr-motion-ir,test,ring1,Fold-1,oura_hr,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,3,9.30±5.76,12.36±11.22,12.82±8.63,-0.98±0.20
transformer-ring1-oura_hr-motion-ir,test,ring1,Fold-2,oura_hr,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,2,19.61±13.83,24.00±23.29,18.69±10.91,-1.00±inf
transformer-ring1-oura_hr-motion-ir,test,ring1,Fold-1,oura_hr_com,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,3,38.39±10.15,40.98±26.08,47.38±10.37,0.98±0.22
transformer-ring1-oura_hr-motion-ir,test,ring1,Fold-2,oura_hr_com,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,2,48.83±7.83,49.46±27.66,56.26±19.97,1.00±inf
transformer-ring2-oura_hr-motion-ir,test,ring2,Fold-1,oura_hr,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,2,7.30±3.26,7.99±6.90,8.56±3.58,-1.00±inf
transformer-ring2-oura_hr-motion-ir,test,ring2,Fold-2,oura_hr,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,2,19.57±18.65,27.03±27.01,17.53±16.29,-1.00±inf
transformer-ring2-oura_hr-motion-ir,test,ring2,Fold-1,oura_hr_com,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,2,48.50±1.50,48.52±12.06,57.75±0.28,1.00±inf
transformer-ring2-oura_hr-motion-ir,test,ring2,Fold-2,oura_hr_com,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,2,48.83±7.83,49.46±27.66,56.26±19.97,1.00±inf
inception-time-ring1-hr-stationary-ir,test,ring1,Fold-1,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,168,6.38±0.36,7.92±2.58,7.83±0.47,0.00±0.08
inception-time-ring1-hr-stationary-ir,test,ring1,Fold-2,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,72,4.66±0.37,5.60±2.20,5.74±0.45,0.81±0.07
inception-time-ring1-hr-stationary-ir,test,ring1,Fold-3,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,94,6.11±0.48,7.64±2.99,7.66±0.53,0.41±0.10
inception-time-ring1-hr-stationary-ir,test,ring1,Fold-4,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,54,20.51±0.52,20.85±4.84,19.77±0.38,0.65±0.11
inception-time-ring1-hr-stationary-ir,test,ring1,Fold-5,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,87,11.24±0.56,12.40±4.09,15.71±0.60,0.71±0.08
inception-time-ring1-hr-stationary-ir,test,ring1,all-folds,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,475,8.56±0.30,10.77±2.74,10.28±0.32,0.58±0.04
ratio,test,ring2,,spo2,"['ir-raw', 'red-raw']",['spo2'],ratio,200,0.001,mse,128,74,3.29±0.30,4.18±1.88,3.60±0.36,0.25±0.11
ratio,test,ring1,,spo2,"['ir-raw', 'red-raw']",['spo2'],ratio,200,0.001,mse,128,101,4.30±0.43,6.05±2.53,4.75±0.48,0.20±0.10
inception-time-ring2-samsung_hr-all-ir,test,ring2,Fold-1,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,9,11.78±1.16,12.23±5.26,13.58±1.18,0.55±0.32
inception-time-ring2-samsung_hr-all-ir,test,ring2,Fold-2,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,11,11.51±2.80,14.53±9.26,13.46±2.96,0.02±0.33
inception-time-ring2-samsung_hr-all-ir,test,ring2,Fold-1,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,9,4.87±2.56,8.73±8.29,5.69±2.95,0.28±0.36
inception-time-ring2-samsung_hr-all-ir,test,ring2,Fold-2,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,11,13.43±6.65,24.94±21.44,16.47±8.43,0.57±0.27
resnet-ring1-hr-all-ir,5fold,ring1,Fold-1,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,190,25.48±0.50,26.40±5.32,30.31±0.51,-0.15±0.07
resnet-ring1-hr-all-ir,5fold,ring1,Fold-2,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,82,6.22±0.94,10.47±5.96,7.06±0.93,0.58±0.09
resnet-ring1-hr-all-ir,5fold,ring1,Fold-3,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,104,11.63±0.95,15.11±6.29,17.37±1.92,0.07±0.10
resnet-ring1-hr-all-ir,5fold,ring1,Fold-4,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,61,10.80±1.05,13.53±6.73,10.06±0.86,-0.07±0.13
resnet-ring1-hr-all-ir,5fold,ring1,Fold-5,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,95,49.74±0.59,50.07±7.86,70.36±0.21,0.85±0.05
resnet-ring1-hr-all-ir,5fold,ring1,all-folds,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,532,22.45±0.72,27.91±6.39,29.02±1.02,0.49±0.04
resnet-ring1-hr-all-ir,5fold,ring1,Fold-1,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,190,25.48±0.50,26.40±5.32,30.31±0.51,-0.15±0.07
resnet-ring1-hr-all-ir,5fold,ring1,Fold-2,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,82,6.22±0.94,10.47±5.96,7.06±0.93,0.58±0.09
resnet-ring1-hr-all-ir,5fold,ring1,Fold-3,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,104,11.63±0.95,15.11±6.29,17.37±1.92,0.07±0.10
resnet-ring1-hr-all-ir,5fold,ring1,Fold-4,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,61,10.80±1.05,13.53±6.73,10.06±0.86,-0.07±0.13
resnet-ring1-hr-all-ir,5fold,ring1,Fold-5,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,95,49.74±0.59,50.07±7.86,70.36±0.21,0.85±0.05
resnet-ring1-hr-all-ir,5fold,ring1,all-folds,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,532,22.45±0.72,27.91±6.39,29.02±1.02,0.49±0.04
resnet-ring1-hr-all-ir,test,ring1,Fold-1,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,190,25.48±0.50,26.40±5.32,30.31±0.51,-0.15±0.07
resnet-ring1-hr-all-ir,test,ring1,Fold-2,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,82,6.22±0.94,10.47±5.96,7.06±0.93,0.58±0.09
resnet-ring1-hr-all-ir,test,ring1,Fold-3,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,104,11.63±0.95,15.11±6.29,17.37±1.92,0.07±0.10
